seed,model,accuracy,n_correct,n_total,train_time_s,acc_short,acc_medium,acc_long
42,Transformer,1.0,200,200,491.8394613265991,0,1.0,1.0
42,SpiderWeb,1.0,200,200,512.4724898338318,0,1.0,1.0
123,Transformer,0.97,194,200,361.44070076942444,0,1.0,0.967391304347826
123,SpiderWeb,1.0,200,200,381.5820186138153,0,1.0,1.0
2024,Transformer,1.0,200,200,362.1308968067169,0,1.0,1.0
2024,SpiderWeb,1.0,200,200,359.10904455184937,0,1.0,1.0
